"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","county"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",36.322153,127.386216,"ASIA","Daejeon",2021,5,8,"cdc","https://www.inaturalist.org/observations/164584512","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4846791028","164584512",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.668002,127.942233,"ASIA","Gyeongsangnam-do",2021,5,29,"cdc,cdround","https://www.inaturalist.org/observations/80872237","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759054572","80872237",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.432564,126.899457,"ASIA","Gyeonggi-do",2021,8,25,"cdc,cdround","https://www.inaturalist.org/observations/164636197","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129750568","164636197",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.486856,127.109867,"ASIA","Seoul",2021,9,20,"cdc,cdround","https://www.inaturalist.org/observations/198505610","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4519249161","198505610",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.843661,128.560116,"ASIA","Daegu",2021,9,4,"cdc,cdround","https://www.inaturalist.org/observations/93575365","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384635180","93575365",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.469567,126.908129,"ASIA","Seoul",2020,3,27,"cdc,cdround","https://www.inaturalist.org/observations/164415240","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4847124627","164415240",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.470148,126.880433,"ASIA","Seoul",2020,4,1,"cdc,cdround","https://www.inaturalist.org/observations/164415847","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129881783","164415847",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.7547,127.1679,"ASIA","Gyeonggi-do",2020,4,29,"cdc","https://www.inaturalist.org/observations/182009019","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4440620051","182009019",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.853284,127.748812,"ASIA","Gangwon-do",2020,5,5,"cdc,cdround","https://www.inaturalist.org/observations/164435526","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129849827","164435526",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",36.613235,127.4683,"ASIA","Chungcheongbuk-do",2020,5,18,"cdc,cdround","https://www.inaturalist.org/observations/48513907","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759091418","48513907",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",36.613251,127.468294,"ASIA","Chungcheongbuk-do",2020,5,18,"cdc,cdround","https://www.inaturalist.org/observations/48513908","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759088423","48513908",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",36.613277,127.468327,"ASIA","Chungcheongbuk-do",2020,5,18,"cdc,cdround","https://www.inaturalist.org/observations/48513932","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759577441","48513932",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.469348,126.88098,"ASIA","Seoul",2020,6,13,"cdc,cdround","https://www.inaturalist.org/observations/164417715","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129897833","164417715",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.494909,126.870429,"ASIA","Seoul",2020,6,21,"cdc,cdround","https://www.inaturalist.org/observations/164419360","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129844420","164419360",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.7561,127.167567,"ASIA","Gyeonggi-do",2019,5,30,"cdc,cdround","https://www.inaturalist.org/observations/26597953","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759146363","26597953",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",36.660067,126.641942,"ASIA","Chungcheongnam-do",2019,6,2,"cdc,cdround","https://www.inaturalist.org/observations/26239812","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2252013522","26239812",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",36.638184,127.426687,"ASIA","Chungcheongbuk-do",2019,6,16,"cdc,cdround","https://www.inaturalist.org/observations/27079802","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2269265414","27079802",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",36.638234,127.427022,"ASIA","Chungcheongbuk-do",2019,7,12,"cdc,cdround","https://www.inaturalist.org/observations/28663700","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2294454046","28663700",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",36.638234,127.427108,"ASIA","Chungcheongbuk-do",2019,7,22,"cdc,cdround","https://www.inaturalist.org/observations/29428342","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2294657559","29428342",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.505449,126.978458,"ASIA","Seoul",2019,7,30,"cdc,cdround","https://www.inaturalist.org/observations/38724251","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2576423971","38724251",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",36.741173,126.583982,"ASIA","Chungcheongnam-do",2019,9,29,"cdc,cdround","https://www.inaturalist.org/observations/33585382","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2429298007","33585382",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",36.749793,126.440416,"ASIA","Chungcheongnam-do",2019,10,23,"cdc,cdround","https://www.inaturalist.org/observations/34777916","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2444971882","34777916",NA,NA
